Substation,,,,,,,,,,,,,,
Sub Num,Sub Name,Sub ID,Area Name,Zone Name,Latitude,Longitude,# of Buses,Nominal kV(max),Gen MW,Gen Mvar,Load MW,Load Mvar,Shunt MW,Shunt Mvar
337420531,Pelton Re-Regulation,3337420531,NORTHWEST,PAC:C.OR,44.72,-121.25,1,6.9,14.9,3.6,10.53,2.45,,
337420609,Perkins,3337420609,ARIZONA,SRP-TSW,33.67,-112.44,4,500,,,,,,-191.27
337420757,Pilot Butte,3337420757,NORTHWEST,PAC:C.OR,43.2,-108.76,1,230,,,113.3,103.48,,
337420765,Pinal West,3337420765,ARIZONA,TEP,33,-112.2,3,500,,,,,,
337420777,Pine Creek,3337420777,NORTHWEST,AVA: Coeur D'Alene,47.54,-116.22,1,230,,,9.91,-24.22,,
337420820,Pinnacle Peak (LC),3337420820,ARIZONA,WAPA-DSW,33.7,-111.94,2,345,,,817.32,726.74,,
337420821,Pinnacle Peak APS,3337420821,ARIZONA,APS,33.7,-111.94,2,500,,,1522.06,-71.21,0,0
337420825,Pinto,3337420825,PACE,UT PINTO,37.87,-109.31,3,345,,,54.22,56.78,,
337420869,Pittsburg (MIR),3337420869,PG AND E,Generation (Fossil & Non-peaker,38.04,-121.9,3,20,257.25,265.64,920.18,322.01,,
337420995,Plummel,3337420995,NORTHWEST,AVA: Coeur D'Alene,47.34,-116.87,1,4.2,0,0,0,0,,
337421061,Ponderosa,3337421061,NORTHWEST,Southern Oregon,39.56,-104.76,6,500,,,247.12,19.61,,
337421090,Port Angeles,3337421090,NORTHWEST,"Seattle Area, Olympic Peninsula",48.1,-123.42,2,230,,,270.66,13.57,,
337421123,Port Of Washington,3337421123,NORTHWEST,Portland General - Generation,46.14,-122.94,3,230,399,191.55,,,,
337421167,Post Falls,3337421167,NORTHWEST,AVA: Coeur D'Alene,47.71,-116.96,2,2.4,0,0,0,0,,
337421174,Potholes,3337421174,NORTHWEST,"Grant County, WA",47.11,-119.53,2,230,,,,,,
337421185,Potrero,3337421185,PG AND E,City of Pittsburg,37.76,-122.39,1,180.5,400,0,318.78,-7.48,,
337421263,Preacher Canyon,3337421263,ARIZONA,APS,34.28,-111.16,1,345,,,39.4,-10.94,,
337421271,Presidente Juarez (Rosarito),3337421271,MEXICO-CFE,ZoneTJ,32.37,-117.07,3,21,587.78,78.6,533.5,33.8,,
337421284,Priest Rapids,3337421284,NORTHWEST,"Grant County, WA",46.65,-119.91,15,230,787.6,114.01,0,-26,,
337421332,Prospect 1,3337421332,NORTHWEST,PAC:MDFD,42.72,-122.52,4,6.6,15.9,3.17,17.03,8.01,,
337421334,Prospect 3,3337421334,NORTHWEST,PAC:MDFD,42.71,-122.37,1,6.6,0,0,0,0,,
337421462,Quincy Chute,3337421462,NORTHWEST,"Grant County, WA",47.16,-119.89,1,115,0,0,58.34,-31.43,,
337421603,Rattlesnake Switchyard,3337421603,NORTHWEST,Western Montana,46.92,-113.97,1,230,,,142.5,10.45,,
337421613,Raver,3337421613,NORTHWEST,"Seattle Area, Olympic Peninsula",47.34,-121.93,2,500,,,,,0,759.02
337421614,Rawhide,3337421614,PSCOLORADO,ZoneRN,40.86,-105.02,1,24,300,27.11,136.29,41.02,,
337421661,Red Butte,3337421661,PACE,UT SW UT,37.42,-113.64,2,345,0,81.86,293.7,44.23,0,0
337421699,Redhawk 1 & 2,3337421699,ARIZONA,APS,33.33,-112.84,3,500,360.7,93.87,-458.67,-9.43,,
337421788,Reston,3337421788,NORTHWEST,Western Oregon,43.18,-123.56,2,230,,,,,,
337421795,Revelstoke,3337421795,B.C.HYDRO,BC HYDRO,50.98,-118.18,6,500,2045.66,-122.23,25.28,-15.04,,
337421895,Rifle Generating Station,3337421895,PSCOLORADO,ZoneRW,39.52,-107.73,1,345,,,252.12,-45.82,0,-30.96
337421907,Rinaldi,3337421907,LADWP,LA EASTERN-AC,34.28,-118.48,3,500,,,1462.28,40.26,0,0
337421916,Ringold,3337421916,NORTHWEST,Lower Columbia Basin,46.51,-119.13,1,115,0,0,57.13,-36.51,,
337421945,Rio Puerco,3337421945,NEW MEXICO,ZonePN,35.33,-106.86,3,345,,,73.71,5.16,,
337421977,River Mill,3337421977,NORTHWEST,Portland General - Generation,45.3,-122.35,1,11,14.1,3.2,10.89,2.4,,
337421994,Rivergate,3337421994,NORTHWEST,Portland General - BES S/S,45.61,-122.77,1,230,,,248.68,68.85,,
337422131,Rock Island Powerhouse,3337422131,NORTHWEST,Central Washington,47.35,-120.09,12,13.8,367,95.85,327.45,145.88,,
337422176,Rocky Ford,3337422176,NORTHWEST,"Grant County, WA",38.05,-103.72,1,230,,,94.32,-3.09,,
337422182,Rocky Mountain Energy Center,3337422182,PSCOLORADO,ZoneRD,40.09,-104.6,1,23,160,36.06,83.41,76.93,,
337422187,Rocky Reach,3337422187,NORTHWEST,Central Washington,47.53,-120.29,21,345,861,205.97,112.12,20.66,,
337422206,Rogue,3337422206,NORTHWEST,Western Oregon,42.48,-124.4,1,230,,,82.69,-14.62,,
337422261,Rosedale,3337422261,B.C.HYDRO,BC HYDRO,35.39,-119.07,1,360,,,209.41,108.48,,
337422285,J.D. Ross,3337422285,NORTHWEST,"Clark County, WA",45.66,-122.66,3,345,,,300.53,80.67,0,133.88
337422288,Ross Dam,3337422288,NORTHWEST,Seattle City Light,48.73,-121.07,4,230,216.19,-13.11,,,,
337422305,Round Butte,3337422305,NORTHWEST,Portland General - Generation,44.61,-121.28,6,500,270,69.28,3.8,1.2,0,-138.96
337422310,Round Mountain,3337422310,PG AND E,Intertie,40.81,-121.94,5,500,,,-559.56,142.6,,-108.19
337422319,Roundup,3337422319,NORTHWEST,Southeast Washington,45.64,-118.75,1,230,,,68.02,16.72,,
337422351,Roza,3337422351,NORTHWEST,Lower Columbia Basin,46.62,-120.48,1,6.6,8,0,7.99,-1.3,,
337422359,Rudd,3337422359,ARIZONA,SRP-TSW,33.41,-112.32,1,500,,,1004.05,-209.02,0,0
337422524,Sacajawea,3337422524,NORTHWEST,Lower Columbia Basin,46.24,-118.89,2,500,,,68.35,-159.92,,
337422525,Sacheen,3337422525,NORTHWEST,"Spokane Area, N Idaho, W Montana",48.18,-117.28,2,230,1,0,48.14,-1.73,,
337422544,Saguaro,3337422544,ARIZONA,APS,36.06,-115.02,1,500,,,172.01,0.74,,-120.25
337422637,Salem,3337422637,NORTHWEST,Portland Area,44.93,-123.09,1,230,,,140,-10.01,,
337422702,Sammamish,3337422702,NORTHWEST,N.KING,47.69,-122.15,4,230,,,564.59,174.68,,
337422714,Mountainview Power,3337422714,SOCALIF,SCE EASTERN 500/230kV,34.08,-117.24,6,18,1072,218.67,391.78,134.16,,
337422748,San Juan 345,3337422748,NEW MEXICO,ZoneAL,36.8,-108.44,6,345,1669.45,261.83,222.86,144.87,0,-253.06
337422768,San Onofre,3337422768,SOCALIF,SCE Orange County,33.37,-117.55,2,22,0,0,1023.07,318.13,,
337422782,Sand Dunes,3337422782,NORTHWEST,"Grant County, WA",47.15,-119.28,1,230,,,94.32,24.78,,
337422795,Sandia,3337422795,NEW MEXICO,ZonePN,37.89,-116.79,1,345,,,287.85,-49.53,,
337422856,Santan,3337422856,ARIZONA,SRP-TSW,33.33,-111.75,1,18,162.88,108.48,242.88,191.78,,
337422861,Santiam,3337422861,NORTHWEST,Western Oregon,44.77,-122.67,5,500,,,28.35,2.2,0,0
337422900,Satsop,3337422900,NORTHWEST,"Seattle Area, Olympic Peninsula",46.97,-123.46,2,500,,,,,,
337422942,Scattergood,3337422942,LADWP,LA BASIN,33.93,-118.43,1,24,0,0,342.07,108.03,,
337422960,Schultz,3337422960,NORTHWEST,Central Washington,47.12,-120.51,7,500,,,,,0,-290.68
337422973,Scooteney,3337422973,NORTHWEST,Lower Columbia Basin,46.66,-119.01,1,115,0,0,9.5,-1.21,0,0
337423057,Sedro Woolley,3337423057,NORTHWEST,SKAGIT,48.51,-122.2,3,230,,,127.22,-51.99,,
337423078,Selkirk,3337423078,B.C.HYDRO,BC HYDRO,49.05,-117.5,1,500,,,-101.01,17.74,0,-267.26
337423081,Selle,3337423081,NORTHWEST,"Seattle Area, Olympic Peninsula",48.36,-116.53,2,500,,,,,,
337423120,Serrano,3337423120,SOCALIF,SCE MAIN SYSTEM,33.83,-117.79,3,500,,,1244.98,-334.99,,
337423126,Seven Mile,3337423126,B.C.HYDRO,BC HYDRO,49.03,-117.49,4,13.8,502.77,-38.67,-2.84,-2.42,,
337423199,Shawnee,3337423199,NORTHWEST,AVA: Palouse,46.88,-117.29,1,230,,,79.38,4.13,,
337423214,Sheerness,3337423214,ALBERTA,AIES-Sheerness,51.44,-111.79,2,19,743.3,-79.86,501.39,-168.73,,
337423244,Shelton,3337423244,NORTHWEST,KITSAP,47.23,-123.12,2,230,,,164.58,22.66,0,75.65
337423288,Sherwood,3337423288,NORTHWEST,Portland General - BES S/S,45.37,-122.84,1,230,,,422.35,33.95,,
337423302,Shiprock,3337423302,ARIZONA,WAPA-DSW,36.8,-108.48,1,345,,,70.71,-18.77,,
337423346,Sickler,3337423346,NORTHWEST,Central Washington,47.54,-120.28,1,500,,,,,,
337423360,Sidney W.,3337423360,WAPA R.M.,ZoneWN,41.16,-102.99,1,230,196,-229.58,98.13,10.77,0,210
337423364,Sifton,3337423364,NORTHWEST,Portland Area,45.65,-122.5,4,230,,,358.43,109.02,,
337423371,Sigurd,3337423371,PACE,UT SW UT,38.84,-111.99,1,345,,,29.64,-26.97,0,-54.29
337423386,Silver Creek,3337423386,NORTHWEST,"Seattle Area, Olympic Peninsula",46.52,-122.59,1,230,,,13.47,6.2,,
337423393,Silver King,3337423393,ARIZONA,SRP-TSW,33.34,-111.04,2,500,,,409.24,-0.18,,-100
337423407,Silverhawk,3337423407,NEVADA,ZoneN1,36.41,-114.97,2,500,95.16,107.13,-96.3,-57.77,,
337423471,Skeena,3337423471,B.C.HYDRO,BC HYDRO,54.42,-128.7,1,500,,,-64.34,63.26,,
337423493,Slate Creek,3337423493,NORTHWEST,PAC:YRKA,41.03,-122.44,1,4.2,0,0,0,0,,
337423497,Slatt,3337423497,NORTHWEST,Lower Columbia Basin,45.7,-120.15,2,500,,,,,0,0
337423505,Slide Creek,3337423505,NORTHWEST,PAC:ROSE,43.31,-122.5,1,6.9,0,0,0,0,,
337423526,Smith Falls Hydroelectric Proj,3337423526,NORTHWEST,"Spokane Area, N Idaho, W Montana",48.78,-116.58,1,13.8,0,0,1.99,1.35,,
337423546,Smoky Hill,3337423546,PSCOLORADO,ZoneRN,39.63,-104.72,1,345,,,713.44,-55.55,,
337423567,Sno-king,3337423567,NORTHWEST,"Seattle Area, Olympic Peninsula",47.81,-122.19,9,500,,,501.85,68.68,0,161.97
337423568,Snohomish,3337423568,NORTHWEST,"Seattle Area, Olympic Peninsula",47.92,-122.1,7,500,,,615.77,13.21,0,160.92
337423570,Snoqualmie,3337423570,NORTHWEST,N.KING,47.54,-121.84,2,6.9,40.2,1,37.51,0.79,,
337423605,Soda Springs,3337423605,NORTHWEST,PAC:ROSE,43.3,-122.54,1,6.9,0,0,0,0,,
337423666,South,3337423666,NORTHWEST,Seattle City Light,47.57,-122.33,1,230,,,283.67,12.83,,
337423685,South Bremerton,3337423685,NORTHWEST,KITSAP,47.56,-122.65,1,230,,,220.66,26.65,,
337423758,South Loop,3337423758,ARIZONA,TEP,32,-110.97,1,345,,,442.25,73.69,,
337423789,South Rapid City,3337423789,WAPA R.M.,ZoneBK,44.05,-103.18,1,230,-130,10,321.66,-91.35,0,-31.04
337423849,Southwest,3337423849,NORTHWEST,Tacoma Power - General,47.19,-122.49,2,230,,,468.06,137.02,,
337423876,Spanish Fork,3337423876,PACE,UT UT VA,40.08,-111.61,1,345,,,234.67,-153.92,,
337423936,Ross Park,3337423936,NORTHWEST,AVA: Spokane,47.68,-117.39,1,13.8,18,0.56,16.59,2.41,,
337423955,Spring Creek - USBRCO,3337423955,PG AND E,Conf Load (Western),40.63,-122.47,1,13.8,130,-3.17,-26.72,71.41,,
337423972,Springerville,3337423972,ARIZONA,TEP,34.31,-109.16,6,345,988,205.61,100,99,,-287.93
337423974,Springfield,3337423974,NORTHWEST,Western Oregon,44.04,-123,1,230,,,,,,
337424074,St. Johns,3337424074,NORTHWEST,Portland Area,45.6,-122.75,1,230,,,130.28,-108.87,,
337424093,St. Marys,3337424093,NORTHWEST,Portland General - BES S/S,45.51,-122.84,1,230,,,542.07,-57.77,,
337424189,Stateline Wind Project - Washington,3337424189,NORTHWEST,Lower Columbia Basin,46,-118.74,5,230,0,0,1.68,-13.86,0,0
337424353,Stone Creek,3337424353,NORTHWEST,Portland General - Generation,45.11,-121.82,1,6.9,0,0,0,0,,
337424487,Sumas Cogeneration Company LP,3337424487,NORTHWEST,WHATCOM,48.99,-122.27,2,13.8,138,-14.7,52.67,-10.77,,
337424492,Summer Falls,3337424492,NORTHWEST,Spokane Area Publics,47.5,-119.29,2,13.8,0,0,5.64,-3.25,,
337424493,Summer Lake,3337424493,NORTHWEST,Southern Oregon,43.01,-120.96,5,500,,,,,,
337424541,Sundance,3337424541,ALBERTA,AIES-Lake Wabamun Generation,53.51,-114.55,6,25,2082.3,318.21,1603.18,413.9,,
337424647,Swift,3337424647,NORTHWEST,PAC:LWSR,45.94,-122.64,8,230,110.3,48.26,4.2,1.71,,
337424710,Table Mt.,3337424710,PG AND E,Intertie,39.56,-121.64,5,500,,,-537.76,278.05,0,-106.52
337424717,Tacoma,3337424717,NORTHWEST,"Seattle Area, Olympic Peninsula",47.26,-122.37,7,500,,,178.15,22.31,0,163.18
337424728,Taft,3337424728,NORTHWEST,Western Montana,47.45,-115.58,4,500,,,,,0,-216.97
337424732,Tahkenitch,3337424732,NORTHWEST,Western Oregon,43.74,-124.08,1,230,,,46.58,-17.29,,
337424742,Talbot,3337424742,NORTHWEST,S.KING,47.47,-122.21,2,230,,,502.69,-23.6,,
337424776,Taos,3337424776,NEW MEXICO,ZoneNO,36.4,-105.63,1,345,,,121.06,-13.17,,
337427366,Diamond Hill,3337427366,NORTHWEST,PAC:JCTN,44.25,-123.05,1,230,,,39.96,9.26,,
337427717,Walla Walla,3337427717,NORTHWEST,PAC:WALA,46.07,-118.38,3,230,,,143.18,36.97,,
337427736,Wallula,3337427736,NORTHWEST,PAC:WULA,46.06,-118.85,1,230,,,75.21,31.68,,
337427914,Redmond,3337427914,NORTHWEST,Southern Oregon,44.27,-121.17,3,230,1,0,158.98,30.78,0,0
337428144,TAP372,3337428144,NORTHWEST,"Spokane Area, N Idaho, W Montana",48.74,-117.66,1,230,,,,,,
337428264,East Side,3337428264,NORTHWEST,PAC:KFAL,42.21,-121.76,1,4.2,0,0,0,0,,
337428270,Isthmus,3337428270,NORTHWEST,PAC:CBAY,43.34,-124.19,1,230,,,88.47,30.66,,
337428276,Clearwater 1,3337428276,NORTHWEST,PAC:ROSE,43.26,-122.37,1,6.9,0,0,0,0,,
337428363,Klamath Falls,3337428363,NORTHWEST,PAC:KFAL,42.19,-121.82,3,18,324,-22.25,5.98,240.83,,
337428808,Telkwa,3337428808,B.C.HYDRO,BC HYDRO,54.6,-126.92,1,500,,,94.28,103.16,,-134.26
337428845,Terminal,3337428845,PACE,UT SA LA,40.76,-112.01,1,345,,,704.33,62.96,0,0
337428867,Tesla Peaker,3337428867,PG AND E,Intertie,37.71,-121.57,2,500,,,1511.83,99.3,,
337428880,Texada Island East Cable Terminal,3337428880,B.C.HYDRO,BC HYDRO,49.61,-124.27,2,500,,,,,,
337428881,Texada Island Reactor,3337428881,B.C.HYDRO,BC HYDRO,49.6,-124.3,2,500,,,,,,-833.72
337428882,Texada Island West Cable Terminal,3337428882,B.C.HYDRO,BC HYDRO,49.58,-124.33,2,500,,,,,,
337428918,The Dalles Ph,3337428918,NORTHWEST,Lower Columbia Basin,45.62,-121.12,16,230,1547.5,337.29,72.87,119.63,,
337429041,Tillamook,3337429041,NORTHWEST,Portland Area,45.46,-123.83,1,230,,,143.57,22.16,,
337429117,Toketee Falls,3337429117,NORTHWEST,PAC:ROSE,43.27,-122.45,1,6.9,21.3,3.85,12.18,2.49,,
337429118,Toledo,3337429118,NORTHWEST,Western Oregon,44.62,-123.92,1,230,,,186.51,17.67,0,31.21
337429179,Tortolita,3337429179,ARIZONA,TEP,32.54,-111.29,3,500,,,480.03,-13.62,,
337429215,Tracy,3337429215,PG AND E,Intertie,37.8,-121.58,2,500,,,700.78,-116.33,0,584.63
337429216,Tracy & Clark Mountain,3337429216,SIERRA,Zone28,39.56,-119.52,3,345,150,-27.45,-106.96,84.69,0,0
337429314,Trojan,3337429314,NORTHWEST,Portland General - BES S/S,46.04,-122.92,3,230,,,,,,
337429325,Troutdale,3337429325,NORTHWEST,Portland Area,45.56,-122.4,5,500,,,129.26,-48.96,0,141.12
337429329,Troy,3337429329,NORTHWEST,"Spokane Area, N Idaho, W Montana",48.44,-115.87,1,115,3,0,39.39,15.23,,
337429337,Trumble Creek,3337429337,NORTHWEST,Western Montana,48.4,-114.21,1,230,,,64.6,21.2,,
337429371,Tumble Creek,3337429371,NORTHWEST,Western Oregon,44.73,-122.19,2,230,,,1.9,0.6,,
337429437,Twin Falls Hydro,3337429437,NORTHWEST,N.KING,47.57,-121.89,1,13.8,0,0,0,0,,
337429530,Union Gap,3337429530,NORTHWEST,PAC:YKMA,46.56,-120.49,1,230,,,268.48,57.58,,
337430120,Newberg,3337430120,NORTHWEST,Portland Area,45.34,-123,2,230,,,,,,
337430291,Bedding,3337430291,ALBERTA,AIES-Calgary,51.43,-113.83,1,18,157,48.37,103.66,61.69,,
337431361,Upper Baker,3337431361,NORTHWEST,SKAGIT,48.65,-121.69,1,13.8,82,-2.97,62.51,-2.85,0,0
337431369,Upper Harrison Water Power Project,3337431369,B.C.HYDRO,BC HYDRO,49.75,-122.15,1,360,,,0.07,0.02,0,-36.35
337431382,Upriver Dam,3337431382,NORTHWEST,AVA: Spokane,47.68,-117.33,2,4.2,6.5,-1.92,6.5,-1.93,,
337431401,Usk,3337431401,NORTHWEST,AVA: Pend Oreille PUD,48.29,-117.27,1,230,,,107.8,16.57,,
337431420,Vail Generating Station,3337431420,ARIZONA,TEP,32.07,-110.81,6,345,,,630.49,-27.37,,-71.44
337431453,Valley,3337431453,SOCALIF,SCE EASTERN 500/230kV,33.74,-117.16,1,500,,,1084.95,40.8,0,0
337431469,Valley Generating Station,3337431469,LADWP,LA BASIN,34.24,-118.39,1,18,0,0,130.21,118.09,,
337431484,Valmont (PSCO),3337431484,PSCOLORADO,ZoneRB,40.02,-105.2,1,20,150,72.57,213.14,73.98,,
337431516,Vansycle Wind Energy Project,3337431516,NORTHWEST,Southeast Washington,45.85,-118.78,1,0.7,0,0,3.46,-3.52,0,0
337431517,Vantage,3337431517,NORTHWEST,"Grant County, WA",46.88,-119.94,10,500,473.8,111.24,46.08,227.81,,
337431618,Victorville,3337431618,LADWP,LA EASTERN-AC,34.57,-117.32,1,500,,,,,,-255.01
337431660,Vincent,3337431660,SOCALIF,SCE MAIN SYSTEM,34.49,-118.12,4,500,,,868.53,67.96,0,0
337431796,Wahleach,3337431796,B.C.HYDRO,BC HYDRO,49.25,-121.66,1,360,,,-22.79,-6.64,,
337431797,Wahluke (GP),3337431797,NORTHWEST,"Grant County, WA",46.73,-119.76,1,230,,,4.93,0.22,,
337431892,Wanapum,3337431892,NORTHWEST,"Grant County, WA",46.88,-119.94,5,230,378.8,88.99,0,202.87,,
337431926,Warner,3337431926,NORTHWEST,Southern Oregon,41.5,-120.53,1,230,,,38.28,5.41,,
337432024,Waterton,3337432024,PSCOLORADO,ZoneRD,39.5,-105.07,1,345,,,326.06,-8.44,,
337432057,Wauna,3337432057,NORTHWEST,Portland Area,46.15,-123.41,2,230,31.6,-11.3,93.1,27.2,,
337432067,Wautoma,3337432067,NORTHWEST,Central Washington,46.51,-119.84,1,500,,,,,0,-289.5
337432169,Wells (DOPD),3337432169,NORTHWEST,Central Washington,47.95,-119.87,7,230,720,96.78,40.96,5.52,,
337432181,Wendson,3337432181,NORTHWEST,Western Oregon,44.01,-124.01,1,230,,,57.02,24.03,,
337432278,West Mesa,3337432278,NEW MEXICO,ZonePN,35.11,-106.72,3,345,,,515.46,-58.3,,-70.63
337432295,West Phoenix CC4 & CC5,3337432295,ARIZONA,APS,33.44,-112.15,1,16.5,199.7,63.28,114.25,39.63,,
337432316,West Side,3337432316,NORTHWEST,PAC:KFAL,42.2,-121.78,1,2.3,0,0,0,0,,
337432406,Westwing,3337432406,ARIZONA,APS,33.71,-112.32,3,500,,,1389.02,63,0,-169.74
337432446,Wheeler,3337432446,NORTHWEST,"Grant County, WA",47.18,-119.23,2,230,,,16.29,4.36,0,15.06
337432470,White Bluffs,3337432470,NORTHWEST,Lower Columbia Basin,46.36,-119.36,1,230,,,100.19,10.01,,
337432474,White Creek Wind Project,3337432474,NORTHWEST,Lower Columbia Basin,45.83,-120.36,6,230,34,-2.56,6.02,-36.74,,
337432490,White River (PSPL),3337432490,NORTHWEST,PIERCE,47.24,-122.21,1,230,,,485.5,-11.96,,
337432511,Whitehorn,3337432511,NORTHWEST,WHATCOM,48.89,-122.75,2,13.8,162.2,-17.58,55.98,-12.68,,
337432576,Wild Horse Project,3337432576,NORTHWEST,N.KING,47.02,-120.19,4,230,0,0,-0.25,-13.7,0,0
337432623,Williston,3337432623,B.C.HYDRO,BC HYDRO,53.86,-122.66,1,500,,,358.09,57.65,0,-813.42
337432634,Willow Creek Winds (Horn Butte Wind),3337432634,NORTHWEST,Lower Columbia Basin,45.71,-120.03,1,0.6,0,0,11.01,11.58,,
337432671,Winchester,3337432671,ARIZONA,TEP,32.19,-110.2,1,345,,,48.39,-11.99,,
337432684,Windishar,3337432684,NORTHWEST,Portland Area,45.23,-123.17,1,230,,,27.3,9,,
337432924,Wyodak,3337432924,PACE,WY CENT,44.29,-105.39,1,22,375,37.89,768.01,36.1,,
337432946,Yale,3337432946,NORTHWEST,PAC:LWSR,45.96,-122.34,1,13.2,59,12.4,43.46,1.44,,
337432965,Yavapai,3337432965,ARIZONA,APS,34.78,-112.23,1,500,,,262.16,-2.53,,
337509719,MacKay,3337509719,ALBERTA,AIES-DOVER,57.04,-111.9,1,18,175.7,58.54,90.9,58.79,,
338155437,Snowflake,3338155437,ARIZONA,APS,34.51,-110.08,1,500,,,-43.23,-5.92,,
340395516,Luna,3340395516,EL PASO,ZoneNW,32.28,-107.76,1,345,,,109.9,-25.17,,-167.34
340406598,Biglow Canyon Wind,3340406598,NORTHWEST,Portland General - BES S/S,45.65,-120.63,1,230,,,-32.89,-290.9,,
341135432,La Paloma,3341135432,PG AND E,Generation (Fossil & Non-peaker,35.3,-119.59,4,21,800,394.66,187.7,379.25,,
341135433,Sunrise Power Project,3341135433,PG AND E,Generation (Fossil & Non-peaker,35.21,-119.58,1,18,222,15.31,7.48,68.25,,
341135521,Tap,3341135521,PG AND E,Conf Load (N. Valley),36.45,-119.9,3,18,690,182.74,191.42,326.87,,
341136469,Maxwell,3341136469,PG AND E,Intertie,39.24,-122.28,2,500,,,,,,
341136828,COB Energy Facility,3341136828,NORTHWEST,PAC:KFAL,42.2,-121.78,3,500,99.6,-7.94,138.22,-186.31,0,101.28
341136829,Fall Creek,3341136829,NORTHWEST,PAC:YRKA,41.98,-122.34,1,2.3,0,0,0,0,,
341136831,Copco 1,3341136831,NORTHWEST,PAC:YRKA,41.98,-122.34,2,230,7.5,3.5,69.91,-38,,
342617491,Dixon,3342617491,NORTHWEST,Western Montana,47.35,-114.32,1,230,,,21,6.9,,
342617588,Trout Creek,3342617588,NORTHWEST,"Spokane Area, N Idaho, W Montana",47.82,-115.58,1,230,,,2.1,0.7,,
349559622,Midvalley,3349559622,PACE,UT SA LA,40.7,-111.93,1,345,,,505.36,38.14,,
349559671,Oquirrh,3349559671,PACE,UT SA LA,40.57,-112.03,1,345,,,369.22,136.61,,
349560051,Syracuse,3349560051,PACE,UT OGDEN,41.1,-112.04,1,345,,,238.16,58.62,,
349560650,North Valley Road,3349560650,SIERRA,SPP-TM Load,39.57,-119.74,1,345,,,204.63,45.05,0,0
349560949,Raceway,3349560949,ARIZONA,APS,33.8,-112.27,1,500,,,167.56,9.7,,
349561019,Cedar Creek Wind Energy,3349561019,PSCOLORADO,ZoneRN,40.88,-104.32,1,34.5,46.2,-44.95,-24.24,-51.47,,
349561028,Shepherds Flat Wind Farm,3349561028,NORTHWEST,Lower Columbia Basin,45.77,-120.05,10,230,0,0,-0.12,-47.39,,
349561030,Marengo Wind Project,3349561030,NORTHWEST,PAC:WALA,46.34,-117.94,5,230,0,0,-0.54,-11.67,,
352749856,McKenzie,3352749856,NORTHWEST,"Eugene, OR",44.09,-123.04,2,230,,,89.87,129.96,,
352749922,Creswell,3352749922,NORTHWEST,Western Oregon,43.92,-123.03,1,115,4,0,115.46,-37.35,,
352749932,Weyerhaeuser 3,3352749932,NORTHWEST,"Eugene, OR",44.06,-122.94,2,13.8,25.4,3.9,25.34,14.41,,
352749973,Hurricane,3352749973,NORTHWEST,PAC:ENTR,45.43,-117.3,1,230,,,-122.96,-15.7,,
352749979,LaGrande,3352749979,NORTHWEST,Southeast Washington,45.34,-118.03,1,230,,,105.23,-6.13,0,0
352750116,River Road,3352750116,NORTHWEST,"Clark County, WA",45.62,-122.7,1,18,250,23.27,99.86,52.36,,
352750170,Harorton,3352750170,NORTHWEST,Portland General - BES S/S,45.62,-122.8,1,230,,,,,,
352750182,Murryhill,3352750182,NORTHWEST,Portland General - BES S/S,45.44,-122.83,1,230,,,184.88,-6.32,,
352750211,Sunset,3352750211,NORTHWEST,Portland General - BES S/S,45.55,-122.92,1,230,,,216.59,-15.12,,
352750245,Wren,3352750245,NORTHWEST,Western Oregon,44.59,-123.51,1,230,,,21.8,7.2,,
352750301,Oak Grove,3352750301,NORTHWEST,Portland General - Generation,45.18,-122.14,1,11,32,-5.51,23.52,-0.31,,
352750394,Golden Hills Wind Farm,3352750394,NORTHWEST,Lower Columbia Basin,45.59,-120.7,3,230,0,0,-0.06,-5.8,,
352750395,Goodnoe Hills East,3352750395,NORTHWEST,Lower Columbia Basin,45.83,-120.74,3,230,246.5,-59.12,21.25,6.95,,
353097497,Frederickson (PSPL),3353097497,NORTHWEST,"Seattle Area, Olympic Peninsula",47.08,-122.36,5,230,411.4,-57.21,117.17,41.02,,
353097595,Texaco,3353097595,NORTHWEST,SKAGIT,48.5,-122.61,4,13.8,147.42,1.21,88.74,-3.6,,
353097610,Tolt,3353097610,NORTHWEST,Seattle City Light,47.68,-121.88,1,13.8,3.45,-0.43,5.5,-0.3,,
353097684,Glenoma,3353097684,NORTHWEST,"Seattle Area, Olympic Peninsula",46.52,-122.14,2,230,28.9,2.18,41.51,12.22,,
353097789,Napavine,3353097789,NORTHWEST,"Seattle Area, Olympic Peninsula",46.63,-122.72,4,500,512.8,144.82,9.96,0.96,,
353097805,Berrydale,3353097805,NORTHWEST,S.KING,47.35,-122.18,1,230,,,276.05,55.9,,
353097924,Sub353097924,Sub353097924,NORTHWEST,"Seattle Area, Olympic Peninsula",,,1,115,0,0,153.62,-31.19,,
353097957,Tieton,3353097957,NORTHWEST,PAC:YKMA,46.7,-120.71,1,13.8,5.8,-0.69,9.72,-0.63,,
353097966,Meyers Falls,3353097966,NORTHWEST,AVA: Big Bend,48.59,-118.05,1,11,1,0,1.95,0.82,,
353098003,Tap,3353098003,NORTHWEST,"Spokane Area, N Idaho, W Montana",47.88,-117.44,1,230,,,,,,
353098038,Post Street,3353098038,NORTHWEST,AVA: Spokane,47.66,-117.42,1,4.2,9,0.3,8.07,3.75,,
353098074,Tap,3353098074,NORTHWEST,Central Washington,47.42,-120.26,1,230,,,73.43,-11.77,,
